	Unnamed: 0.1	Unnamed: 0	Source_Dialogue	Reference	MT
1705	1705	1705	According the information from our spies,	हमारे गुप्तचर विभाग के अनुसार,	"Source:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence:
Source Sentence"
1706	1706	1706	"(Allah) said:""Get you down (from the Paradise to the earth), both of you, together, some of you are an enemy to some others. Then if there comes to you guidance from Me, then whoever follows My Guidance shall neither go astray, nor fall into distress and misery."	फिर उनकी तौबा कुबूल की और उनकी हिदायत की फरमाया कि तुम दोनों बेहश्त से नीचे उतर जाओ तुम में से एक का एक दुशमन है फिर अगर तुम्हारे पास मेरी तरफ से हिदायत पहुँचे तो (तुम) उसकी पैरवी करना क्योंकि जो शख्स मेरी हिदायत पर चलेगा न तो गुमराह होगा और न मुसीबत में फँसेगा	"Translate:
(Allah) said: ""Get you down (from the Paradise to the earth), both of you, together, some of you are an enemy to some others. Then if there comes to you guidance from Me, then whoever follows My Guidance shall neither go astray, nor fall into distress and misery."
1707	1707	1707	I WANT TO HEAR IT.	मैं यह सुनना चाहता हूँ.	"Translation:
Yes, I want to hear it."
1708	1708	1708	And you really love her?	और तुम सच में उससे प्यार करता हूँ?	Yes, I love her?
1709	1709	1709	Let's make them suspicious.	की उन्हें शक करते हैं	Let's make them mysterious.
1710	1710	1710	It's a lot easier for you. Your life is all ahead of you.	यह आसान है, पेले.	Yes, it's a lot easier for you.
1711	1711	1711	Not bothering a soul.	एक आत्मा परेशान नहीं.	Nothing.
1712	1712	1712	No. No, it ain't serious.	नहीं, नहीं, यह गंभीर नहीं है.	Yes, yes, it is serious.
1713	1713	1713	Other	अन्य	Other
1714	1714	1714	INFO	INFO	"Translate:
Source"
1715	1715	1715	I sure do apologize for that.	मुझे यकीन है कि के लिए माफ़ी चाहता हूं.	Yes, I will do.
1716	1716	1716	It was nine months before Nat was born.	मैं बार में जा रहा हूँ।	Yes, but he was born in 1994.
1717	1717	1717	Is Kaveri happy?	कावेरी खुश है?	Yes, Kaveri is happy.
1718	1718	1718	Extraction not performed	निकाला नहीं गया	Source not performed
1719	1719	1719	When you do a trick, it's like you're 80 again.	आप एक चाल करते हैं, इसे आप फिर 8O हैं की तरह है.	Yes, you are 80 again.
1720	1720	1720	You're telling me Richard Addison of Addison Industries murdered your family.	आदमी: तुम मुझे कह रहे हैं रिचर्ड एडिसन के एडिसन इंडस्ट्रीज अपने परिवार की हत्या कर दी।	Yes, you're telling me Richard Addison of Addison Industries murdered his family.
